,names,x,y,z
375,Gabriel Jesus,-6897.421317033929,-1076.912573858101,408.9221080921361
376,Jeremy Doku,-1348.0107466684246,-4448.562169792001,4298.078493277405
377,Lucas Paquet?,5692.477783028144,-492.71745069084847,11.981279770756808
378,Ollie Watkins,-6289.9492538613495,-1532.819279535998,668.3609721055642
379,Rasmus H?jlund,-8674.252248095283,-505.9485224693626,544.5105811716098
380,Bernardo Silva,14409.739693376625,-5026.0708265716785,928.9463600879127
381,Bruno Fernandes,18606.029372966677,-285.28113149016923,-326.96718612880005
382,Darwin N??ez,-7354.938877831962,-976.2304227376583,710.43764447538
383,Douglas Luiz,20549.12234170931,-3363.565467624031,-1277.7201688833607
384,Gabriel Magalh?es,22043.782617727986,-700.5987328180853,-1740.1276576680084
385,Gabriel Martinelli,-482.42741038981825,-3220.5586847347404,2006.5985521020557
386,James Maddison,8936.423096651042,-1698.0611762475803,932.071306952007
387,Kai Havertz,-2264.432911304551,-1172.272908118447,-42.69421371483179
388,Trent Alexander-Arnold,20944.606063805215,1596.4236716670782,-822.829230756775
389,Alexander Isak,-6607.430158827769,-1174.8246459294348,922.4666110634091
390,Alexis Mac Allister,15910.82857118753,-1810.2877282332117,-1307.17330786983
391,Dominik Szoboszlai,9118.852728877542,-2558.8356341654567,-439.3355738897255
392,Enzo Fern?ndez,18192.874010649884,-1640.421779224203,-1433.8017828329325
393,Jo?ko Gvardiol,14222.918651793187,-2929.1377368055937,-1044.5400199428766
394,Luis D?az,2777.6490871433157,-3918.3311469312343,2892.917327197611
395,Mois?s Caicedo,18891.96922176019,-1778.1951012712173,-2597.010487554566
396,Cole Palmer,8136.089714951076,-2533.407872472045,2005.519385329155
397,R?ben Dias,34173.41142442247,-3029.381846044278,741.9651551277491
398,William Saliba,35338.083337390584,-223.29838498290394,-634.0260543816397
399,Bruno Guimar?es,23711.082046366457,-4040.35131548161,879.2804889646958
400,Juli?n ?lvarez,2303.529566307416,-2308.125827877074,-41.73967833701074
401,Martin ?degaard,15784.760284549977,-2718.3838888524,1119.6398947806524
402,Declan Rice,24593.439191623547,-4254.613985422911,889.5946667097896
403,Rodri,48501.56127725839,-4707.969715215772,-2976.902008653066
404,Bukayo Saka,6183.8775268960135,-3342.3366189121025,2229.044394402713
405,Phil Foden,9133.069098284066,-4483.583328089246,423.5179258354134
406,Erling Haaland,-9193.661098041523,-445.2861602733296,40.20317377056621
